gene	cites	cite_delta	cite_rank	cite_rank_delta
LOC129934395	0	-5	5475	4404
LOC129934396	0	-5	5475	4404
LOC129934397	0	-5	5475	4404
LOC129934398	0	-5	5475	4404
LOC129934399	0	-5	5475	4404
LOC129934400	0	-5	5475	4404
LOC129934401	0	-5	5475	4404
LOC129934402	0	-5	5475	4404
LOC129934403	0	-5	5475	4404
LOC129934404	0	-5	5475	4404
LOC129934405	0	-5	5475	4404
LOC129934406	0	-5	5475	4404
LOC129934407	0	-5	5475	4404
LOC129934408	0	-5	5475	4404
LOC129934409	0	-5	5475	4404
LOC129934410	0	-5	5475	4404
LOC129934411	0	-5	5475	4404
LOC129934412	0	-5	5475	4404
LOC129934413	0	-5	5475	4404
LOC129934414	0	-5	5475	4404
LOC129934415	0	-5	5475	4404
LOC129934416	0	-5	5475	4404
LOC129934417	0	-5	5475	4404
LOC129934418	0	-5	5475	4404
LOC129934419	0	-5	5475	4404
LOC129934420	0	-5	5475	4404
LOC129934421	0	-5	5475	4404
LOC129934422	0	-5	5475	4404
LOC129934423	0	-5	5475	4404
LOC129934424	0	-5	5475	4404
LOC129934425	0	-5	5475	4404
LOC129934426	0	-5	5475	4404
LOC129934427	0	-5	5475	4404
LOC129934428	0	-5	5475	4404
LOC129934429	0	-5	5475	4404
LOC129934430	0	-5	5475	4404
LOC129934431	0	-5	5475	4404
LOC129934432	0	-5	5475	4404
LOC129934433	0	-5	5475	4404
LOC129934434	0	-5	5475	4404
LOC129934435	0	-5	5475	4404
LOC129934436	0	-5	5475	4404
LOC129934437	0	-5	5475	4404
LOC129934438	0	-5	5475	4404
LOC129934439	0	-5	5475	4404
LOC129934440	0	-5	5475	4404
LOC129934441	0	-5	5475	4404
LOC129934442	0	-5	5475	4404
LOC129934443	0	-5	5475	4404
LOC129934444	0	-5	5475	4404
LOC129934445	0	-5	5475	4404
LOC129934446	0	-5	5475	4404
LOC129934447	0	-5	5475	4404
LOC129934448	0	-5	5475	4404
LOC129934449	0	-5	5475	4404
LOC129934450	0	-5	5475	4404
LOC129934451	0	-5	5475	4404
LOC129934452	0	-5	5475	4404
LOC129934453	0	-5	5475	4404
LOC129934454	0	-5	5475	4404
LOC129934455	0	-5	5475	4404
LOC129934456	0	-5	5475	4404
LOC129934457	0	-5	5475	4404
LOC129934458	0	-5	5475	4404
LOC129934459	0	-5	5475	4404
LOC129934460	0	-5	5475	4404
LOC129934461	0	-5	5475	4404
LOC129934462	0	-5	5475	4404
LOC129934463	0	-5	5475	4404
LOC129934464	0	-5	5475	4404
LOC129934465	0	-5	5475	4404
LOC129934466	0	-5	5475	4404
LOC129934467	0	-5	5475	4404
LOC129934468	0	-5	5475	4404
LOC129934469	0	-5	5475	4404
LOC129934470	0	-5	5475	4404
LOC129934471	0	-5	5475	4404
LOC129934472	0	-5	5475	4404
LOC129934473	0	-5	5475	4404
LOC129934474	0	-5	5475	4404
LOC129934475	0	-5	5475	4404
LOC129934476	0	-5	5475	4404
LOC129934477	0	-5	5475	4404
LOC129934478	0	-5	5475	4404
LOC129934479	0	-5	5475	4404
LOC129934480	0	-5	5475	4404
LOC129934481	0	-5	5475	4404
LOC129934482	0	-5	5475	4404
LOC129934483	0	-5	5475	4404
LOC129934484	0	-5	5475	4404
LOC129934485	0	-5	5475	4404
LOC129934486	0	-5	5475	4404
LOC129934487	0	-5	5475	4404
LOC129934488	0	-5	5475	4404
LOC129934489	0	-5	5475	4404
LOC129934490	0	-5	5475	4404
LOC129934491	0	-5	5475	4404
LOC129934492	0	-5	5475	4404
LOC129934493	0	-5	5475	4404
LOC129934494	0	-5	5475	4404
LOC129934495	0	-5	5475	4404
LOC129934496	0	-5	5475	4404
LOC129934497	0	-5	5475	4404
LOC129934498	0	-5	5475	4404
LOC129934499	0	-5	5475	4404
LOC129934500	0	-5	5475	4404
LOC129934501	0	-5	5475	4404
LOC129934502	0	-5	5475	4404
LOC129934503	0	-5	5475	4404
LOC129934504	0	-5	5475	4404
LOC129934505	0	-5	5475	4404
LOC129934506	0	-5	5475	4404
LOC129934507	0	-5	5475	4404
LOC129934508	0	-5	5475	4404
LOC129934509	0	-5	5475	4404
LOC129934510	0	-5	5475	4404
LOC129934511	0	-5	5475	4404
LOC129934512	0	-5	5475	4404
LOC129934513	0	-5	5475	4404
LOC129934514	0	-5	5475	4404
LOC129934515	0	-5	5475	4404
LOC129934516	0	-5	5475	4404
LOC129934517	0	-5	5475	4404
LOC129934518	0	-5	5475	4404
LOC129934519	0	-5	5475	4404
LOC129934520	0	-5	5475	4404
LOC129934521	0	-5	5475	4404
LOC129934522	0	-5	5475	4404
LOC129934523	0	-5	5475	4404
LOC129934524	0	-5	5475	4404
LOC129934525	0	-5	5475	4404
LOC129934526	0	-5	5475	4404
LOC129934527	0	-5	5475	4404
LOC129934528	0	-5	5475	4404
LOC129934529	0	-5	5475	4404
LOC129934530	0	-5	5475	4404
LOC129934531	0	-5	5475	4404
LOC129934532	0	-5	5475	4404
LOC129934533	0	-5	5475	4404
LOC129934534	0	-5	5475	4404
LOC129934535	0	-5	5475	4404
LOC129934536	0	-5	5475	4404
LOC129934537	0	-5	5475	4404
LOC129934538	0	-5	5475	4404
LOC129934539	0	-5	5475	4404
LOC129934540	0	-5	5475	4404
LOC129934541	0	-5	5475	4404
LOC129934542	0	-5	5475	4404
LOC129934543	0	-5	5475	4404
LOC129934544	0	-5	5475	4404
LOC129934545	0	-5	5475	4404
LOC129934546	0	-5	5475	4404
LOC129934547	0	-5	5475	4404
LOC129934548	0	-5	5475	4404
LOC129934549	0	-5	5475	4404
LOC129934550	0	-5	5475	4404
LOC129934551	0	-5	5475	4404
LOC129934552	0	-5	5475	4404
LOC129934553	0	-5	5475	4404
LOC129934554	0	-5	5475	4404
LOC129934555	0	-5	5475	4404
LOC129934556	0	-5	5475	4404
LOC129934557	0	-5	5475	4404
LOC129934558	0	-5	5475	4404
LOC129934559	0	-5	5475	4404
LOC129934560	0	-5	5475	4404
LOC129934561	0	-5	5475	4404
LOC129934562	0	-5	5475	4404
LOC129934563	0	-5	5475	4404
LOC129934564	0	-5	5475	4404
LOC129934565	0	-5	5475	4404
LOC129934566	0	-5	5475	4404
LOC129934567	0	-5	5475	4404
LOC129934568	0	-5	5475	4404
LOC129934569	0	-5	5475	4404
LOC129934570	0	-5	5475	4404
LOC129934571	0	-5	5475	4404
LOC129934572	0	-5	5475	4404
LOC129934573	0	-5	5475	4404
LOC129934574	0	-5	5475	4404
LOC129934575	0	-5	5475	4404
LOC129934576	0	-5	5475	4404
LOC129934577	0	-5	5475	4404
LOC129934578	0	-5	5475	4404
LOC129934579	0	-5	5475	4404
LOC129934580	0	-5	5475	4404
LOC129934581	0	-5	5475	4404
LOC129934582	0	-5	5475	4404
LOC129934583	0	-5	5475	4404
LOC129934584	0	-5	5475	4404
LOC129934585	0	-5	5475	4404
LOC129934586	0	-5	5475	4404
LOC129934587	0	-5	5475	4404
LOC129934588	0	-5	5475	4404
LOC129934589	0	-5	5475	4404
LOC129934590	0	-5	5475	4404
LOC129934591	0	-5	5475	4404
LOC129934592	0	-5	5475	4404
LOC129934593	0	-5	5475	4404
LOC129934594	0	-5	5475	4404
LOC129934595	0	-5	5475	4404
LOC129934596	0	-5	5475	4404
LOC129934597	0	-5	5475	4404
LOC129934598	0	-5	5475	4404
LOC129934599	0	-5	5475	4404
LOC129934600	0	-5	5475	4404
LOC129934601	0	-5	5475	4404
LOC129934602	0	-5	5475	4404
LOC129934603	0	-5	5475	4404
LOC129934604	0	-5	5475	4404
LOC129934605	0	-5	5475	4404
LOC129934606	0	-5	5475	4404
LOC129934607	0	-5	5475	4404
LOC129934608	0	-5	5475	4404
LOC129934609	0	-5	5475	4404
LOC129934610	0	-5	5475	4404
LOC129934611	0	-5	5475	4404
LOC129934612	0	-5	5475	4404
LOC129934613	0	-5	5475	4404
LOC129934614	0	-5	5475	4404
LOC129934615	0	-5	5475	4404
LOC129934616	0	-5	5475	4404
LOC129934617	0	-5	5475	4404
LOC129934618	0	-5	5475	4404
LOC129934619	0	-5	5475	4404
LOC129934620	0	-5	5475	4404
LOC129934621	0	-5	5475	4404
LOC129934622	0	-5	5475	4404
LOC129934623	0	-5	5475	4404
LOC129934624	0	-5	5475	4404
LOC129934625	0	-5	5475	4404
LOC129934626	0	-5	5475	4404
LOC129934627	0	-5	5475	4404
LOC129934628	0	-5	5475	4404
LOC129934629	0	-5	5475	4404
LOC129934630	0	-5	5475	4404
LOC129934631	0	-5	5475	4404
LOC129934632	0	-5	5475	4404
LOC129934633	0	-5	5475	4404
LOC129934634	0	-5	5475	4404
LOC129934635	0	-5	5475	4404
LOC129934636	0	-5	5475	4404
LOC129934637	0	-5	5475	4404
LOC129934638	0	-5	5475	4404
LOC129934639	0	-5	5475	4404
LOC129934640	0	-5	5475	4404
LOC129934641	0	-5	5475	4404
LOC129934642	0	-5	5475	4404
LOC129934643	0	-5	5475	4404
LOC129934644	0	-5	5475	4404
LOC129934645	0	-5	5475	4404
LOC129934646	0	-5	5475	4404
LOC129934647	0	-5	5475	4404
LOC129934648	0	-5	5475	4404
LOC129934649	0	-5	5475	4404
LOC129934650	0	-5	5475	4404
LOC129934651	0	-5	5475	4404
LOC129934652	0	-5	5475	4404
LOC129934653	0	-5	5475	4404
LOC129934654	0	-5	5475	4404
LOC129934655	0	-5	5475	4404
LOC129934656	0	-5	5475	4404
LOC129934657	0	-5	5475	4404
LOC129934658	0	-5	5475	4404
LOC129934659	0	-5	5475	4404
LOC129934660	0	-5	5475	4404
LOC129934661	0	-5	5475	4404
LOC129934662	0	-5	5475	4404
LOC129934663	0	-5	5475	4404
LOC129934664	0	-5	5475	4404
LOC129934665	0	-5	5475	4404
LOC129934666	0	-5	5475	4404
LOC129934667	0	-5	5475	4404
LOC129934668	0	-5	5475	4404
LOC129934669	0	-5	5475	4404
LOC129934670	0	-5	5475	4404
LOC129934671	0	-5	5475	4404
LOC129934672	0	-5	5475	4404
LOC129934673	0	-5	5475	4404
LOC129934674	0	-5	5475	4404
LOC129934675	0	-5	5475	4404
LOC129934676	0	-5	5475	4404
LOC129934677	0	-5	5475	4404
LOC129934678	0	-5	5475	4404
LOC129934679	0	-5	5475	4404
LOC129934680	0	-5	5475	4404
LOC129934681	0	-5	5475	4404
LOC129934682	0	-5	5475	4404
LOC129934683	0	-5	5475	4404
LOC129934684	0	-5	5475	4404
LOC129934685	0	-5	5475	4404
LOC129934686	0	-5	5475	4404
LOC129934687	0	-5	5475	4404
LOC129934688	0	-5	5475	4404
LOC129934689	0	-5	5475	4404
LOC129934690	0	-5	5475	4404
LOC129934691	0	-5	5475	4404
LOC129934692	0	-5	5475	4404
LOC129934693	0	-5	5475	4404
LOC129934694	0	-5	5475	4404
LOC129934695	0	-5	5475	4404
LOC129934696	0	-5	5475	4404
LOC129934697	0	-5	5475	4404
LOC129934698	0	-5	5475	4404
LOC129934699	0	-5	5475	4404
LOC129934700	0	-5	5475	4404
LOC129934701	0	-5	5475	4404
LOC129934702	0	-5	5475	4404
LOC129934703	0	-5	5475	4404
LOC129934704	0	-5	5475	4404
LOC129934705	0	-5	5475	4404
LOC129934706	0	-5	5475	4404
LOC129934707	0	-5	5475	4404
LOC129934708	0	-5	5475	4404
LOC129934709	0	-5	5475	4404
LOC129934710	0	-5	5475	4404
LOC129934711	0	-5	5475	4404
LOC129934712	0	-5	5475	4404
LOC129934713	0	-5	5475	4404
LOC129934714	0	-5	5475	4404
LOC129934715	0	-5	5475	4404
LOC129934716	0	-5	5475	4404
LOC129934717	0	-5	5475	4404
LOC129934718	0	-5	5475	4404
LOC129934719	0	-5	5475	4404
LOC129934720	0	-5	5475	4404
LOC129934721	0	-5	5475	4404
LOC129934722	0	-5	5475	4404
LOC129934723	0	-5	5475	4404
LOC129934724	0	-5	5475	4404
LOC129934725	0	-5	5475	4404
LOC129934726	0	-5	5475	4404
LOC129934727	0	-5	5475	4404
LOC129934728	0	-5	5475	4404
LOC129934729	0	-5	5475	4404
LOC129934730	0	-5	5475	4404
LOC129934731	0	-5	5475	4404
LOC129934732	0	-5	5475	4404
LOC129934733	0	-5	5475	4404
LOC129934734	0	-5	5475	4404
LOC129934735	0	-5	5475	4404
LOC129934736	0	-5	5475	4404
LOC129934737	0	-5	5475	4404
LOC129934738	0	-5	5475	4404
LOC129934739	0	-5	5475	4404
LOC129934740	0	-5	5475	4404
LOC129934741	0	-5	5475	4404
LOC129934742	0	-5	5475	4404
LOC129934743	0	-5	5475	4404
LOC129934744	0	-5	5475	4404
LOC129934745	0	-5	5475	4404
LOC129934746	0	-5	5475	4404
LOC129934747	0	-5	5475	4404
LOC129934748	0	-5	5475	4404
LOC129934749	0	-5	5475	4404
LOC129934750	0	-5	5475	4404
LOC129934751	0	-5	5475	4404
LOC129934752	0	-5	5475	4404
LOC129934753	0	-5	5475	4404
LOC129934754	0	-5	5475	4404
LOC129934755	0	-5	5475	4404
LOC129934756	0	-5	5475	4404
LOC129934757	0	-5	5475	4404
LOC129934758	0	-5	5475	4404
LOC129934759	0	-5	5475	4404
LOC129934760	0	-5	5475	4404
LOC129934761	0	-5	5475	4404
LOC129934762	0	-5	5475	4404
LOC129934763	0	-5	5475	4404
LOC129934764	0	-5	5475	4404
LOC129934765	0	-5	5475	4404
LOC129934766	0	-5	5475	4404
LOC129934767	0	-5	5475	4404
LOC129934768	0	-5	5475	4404
LOC129934769	0	-5	5475	4404
LOC129934770	0	-5	5475	4404
LOC129934771	0	-5	5475	4404
LOC129934772	0	-5	5475	4404
LOC129934773	0	-5	5475	4404
LOC129934774	0	-5	5475	4404
LOC129934775	0	-5	5475	4404
LOC129934776	0	-5	5475	4404
LOC129934777	0	-5	5475	4404
LOC129934778	0	-5	5475	4404
LOC129934779	0	-5	5475	4404
LOC129934780	0	-5	5475	4404
LOC129934781	0	-5	5475	4404
LOC129934782	0	-5	5475	4404
LOC129934783	0	-5	5475	4404
LOC129934784	0	-5	5475	4404
LOC129934785	0	-5	5475	4404
LOC129934786	0	-5	5475	4404
LOC129934787	0	-5	5475	4404
LOC129934788	0	-5	5475	4404
LOC129934789	0	-5	5475	4404
LOC129934790	0	-5	5475	4404
LOC129934791	0	-5	5475	4404
LOC129934792	0	-5	5475	4404
LOC129934793	0	-5	5475	4404
LOC129934794	0	-5	5475	4404
LOC129934795	0	-5	5475	4404
LOC129934796	0	-5	5475	4404
LOC129934797	0	-5	5475	4404
LOC129934798	0	-5	5475	4404
LOC129934799	0	-5	5475	4404
LOC129934800	0	-5	5475	4404
LOC129934801	0	-5	5475	4404
LOC129934802	0	-5	5475	4404
LOC129934803	0	-5	5475	4404
LOC129934804	0	-5	5475	4404
LOC129934805	0	-5	5475	4404
LOC129934806	0	-5	5475	4404
LOC129934807	0	-5	5475	4404
LOC129934808	0	-5	5475	4404
LOC129934809	0	-5	5475	4404
LOC129934810	0	-5	5475	4404
LOC129934811	0	-5	5475	4404
LOC129934812	0	-5	5475	4404
LOC129934813	0	-5	5475	4404
LOC129934814	0	-5	5475	4404
LOC129934815	0	-5	5475	4404
LOC129934816	0	-5	5475	4404
LOC129934817	0	-5	5475	4404
LOC129934818	0	-5	5475	4404
LOC129934819	0	-5	5475	4404
LOC129934820	0	-5	5475	4404
LOC129934821	0	-5	5475	4404
LOC129934822	0	-5	5475	4404
LOC129934823	0	-5	5475	4404
LOC129934824	0	-5	5475	4404
LOC129934825	0	-5	5475	4404
LOC129934826	0	-5	5475	4404
LOC129934827	0	-5	5475	4404
LOC129934828	0	-5	5475	4404
LOC129934829	0	-5	5475	4404
LOC129934830	0	-5	5475	4404
LOC129934831	0	-5	5475	4404
LOC129934832	0	-5	5475	4404
LOC129934833	0	-5	5475	4404
LOC129934834	0	-5	5475	4404
LOC129934835	0	-5	5475	4404
LOC129934836	0	-5	5475	4404
LOC129934837	0	-5	5475	4404
LOC129934838	0	-5	5475	4404
LOC129934839	0	-5	5475	4404
LOC129934840	0	-5	5475	4404
LOC129934841	0	-5	5475	4404
LOC129934842	0	-5	5475	4404
LOC129934843	0	-5	5475	4404
LOC129934844	0	-5	5475	4404
LOC129934845	0	-5	5475	4404
LOC129934846	0	-5	5475	4404
LOC129934847	0	-5	5475	4404
LOC129934848	0	-5	5475	4404
LOC129934849	0	-5	5475	4404
LOC129934850	0	-5	5475	4404
LOC129934851	0	-5	5475	4404
LOC129934852	0	-5	5475	4404
LOC129934853	0	-5	5475	4404
LOC129934854	0	-5	5475	4404
LOC129934855	0	-5	5475	4404
LOC129934856	0	-5	5475	4404
LOC129934857	0	-5	5475	4404
LOC129934858	0	-5	5475	4404
LOC129934859	0	-5	5475	4404
LOC129934860	0	-5	5475	4404
LOC129934861	0	-5	5475	4404
LOC129934862	0	-5	5475	4404
LOC129934863	0	-5	5475	4404
LOC129934864	0	-5	5475	4404
LOC129934865	0	-5	5475	4404
LOC129934866	0	-5	5475	4404
LOC129934867	0	-5	5475	4404
LOC129934868	0	-5	5475	4404
LOC129934869	0	-5	5475	4404
LOC129934870	0	-5	5475	4404
LOC129934871	0	-5	5475	4404
LOC129934872	0	-5	5475	4404
LOC129934873	0	-5	5475	4404
LOC129934874	0	-5	5475	4404
LOC129934875	0	-5	5475	4404
LOC129934876	0	-5	5475	4404
LOC129934877	0	-5	5475	4404
LOC129934878	0	-5	5475	4404
LOC129934879	0	-5	5475	4404
LOC129934880	0	-5	5475	4404
LOC129934881	0	-5	5475	4404
LOC129934882	0	-5	5475	4404
LOC129934883	0	-5	5475	4404
LOC129934884	0	-5	5475	4404
LOC129934885	0	-5	5475	4404
LOC129934886	0	-5	5475	4404
LOC129934887	0	-5	5475	4404
LOC129934888	0	-5	5475	4404
LOC129934889	0	-5	5475	4404
LOC129934890	0	-5	5475	4404
LOC129934891	0	-5	5475	4404
LOC129934892	0	-5	5475	4404
LOC129934893	0	-5	5475	4404
LOC129934894	0	-5	5475	4404
LOC129934895	0	-5	5475	4404
LOC129934896	0	-5	5475	4404
LOC129934897	0	-5	5475	4404
LOC129934898	0	-5	5475	4404
LOC129934899	0	-5	5475	4404
LOC129934900	0	-5	5475	4404
LOC129934901	0	-5	5475	4404
LOC129934902	0	-5	5475	4404
LOC129934903	0	-5	5475	4404
LOC129934904	0	-5	5475	4404
LOC129934905	0	-5	5475	4404
LOC129934906	0	-5	5475	4404
LOC129934907	0	-5	5475	4404
LOC129934908	0	-5	5475	4404
LOC129934909	0	-5	5475	4404
LOC129934910	0	-5	5475	4404
LOC129934911	0	-5	5475	4404
LOC129934912	0	-5	5475	4404
LOC129934913	0	-5	5475	4404
LOC129934914	0	-5	5475	4404
LOC129934915	0	-5	5475	4404
LOC129934916	0	-5	5475	4404
LOC129934917	0	-5	5475	4404
LOC129934918	0	-5	5475	4404
LOC129934919	0	-5	5475	4404
LOC129934920	0	-5	5475	4404
LOC129934921	0	-5	5475	4404
LOC129934922	0	-5	5475	4404
LOC129934923	0	-5	5475	4404
LOC129934924	0	-5	5475	4404
LOC129934925	0	-5	5475	4404
LOC129934926	0	-5	5475	4404
LOC129934927	0	-5	5475	4404
LOC129934928	0	-5	5475	4404
LOC129934929	0	-5	5475	4404
LOC129934930	0	-5	5475	4404
LOC129934931	0	-5	5475	4404
LOC129934932	0	-5	5475	4404
LOC129934933	0	-5	5475	4404
LOC129934934	0	-5	5475	4404
LOC129934935	0	-5	5475	4404
LOC129934936	0	-5	5475	4404
LOC129934937	0	-5	5475	4404
LOC129934938	0	-5	5475	4404
LOC129934939	0	-5	5475	4404
LOC129934940	0	-5	5475	4404
LOC129934941	0	-5	5475	4404
LOC129934942	0	-5	5475	4404
LOC129934943	0	-5	5475	4404
LOC129934944	0	-5	5475	4404
LOC129934945	0	-5	5475	4404
LOC129934946	0	-5	5475	4404
LOC129934947	0	-5	5475	4404
LOC129934948	0	-5	5475	4404
LOC129934949	0	-5	5475	4404
LOC129934950	0	-5	5475	4404
LOC129934951	0	-5	5475	4404
LOC129934952	0	-5	5475	4404
LOC129934953	0	-5	5475	4404
LOC129934954	0	-5	5475	4404
LOC129934955	0	-5	5475	4404
LOC129934956	0	-5	5475	4404
LOC129934957	0	-5	5475	4404
LOC129934958	0	-5	5475	4404
LOC129934959	0	-5	5475	4404
LOC129934960	0	-5	5475	4404
LOC129934961	0	-5	5475	4404
LOC129934962	0	-5	5475	4404
LOC129934963	0	-5	5475	4404
LOC129934964	0	-5	5475	4404
LOC129934965	0	-5	5475	4404
LOC129934966	0	-5	5475	4404
LOC129934967	0	-5	5475	4404
LOC129934968	0	-5	5475	4404
LOC129934969	0	-5	5475	4404
LOC129934970	0	-5	5475	4404
LOC129934971	0	-5	5475	4404
LOC129934972	0	-5	5475	4404
LOC129934973	0	-5	5475	4404
LOC129934974	0	-5	5475	4404
LOC129934975	0	-5	5475	4404
LOC129934976	0	-5	5475	4404
LOC129934977	0	-5	5475	4404
LOC129934978	0	-5	5475	4404
LOC129934979	0	-5	5475	4404
LOC129934980	0	-5	5475	4404
LOC129934981	0	-5	5475	4404
LOC129934982	0	-5	5475	4404
LOC129934983	0	-5	5475	4404
LOC129934984	0	-5	5475	4404
LOC129934985	0	-5	5475	4404
LOC129934986	0	-5	5475	4404
LOC129934987	0	-5	5475	4404
LOC129934988	0	-5	5475	4404
LOC129934989	0	-5	5475	4404
LOC129934990	0	-5	5475	4404
LOC129934991	0	-5	5475	4404
LOC129934992	0	-5	5475	4404
LOC129934993	0	-5	5475	4404
LOC129934994	0	-5	5475	4404
LOC129934995	0	-5	5475	4404
LOC129934996	0	-5	5475	4404
LOC129934997	0	-5	5475	4404
LOC129934998	0	-5	5475	4404
LOC129934999	0	-5	5475	4404
LOC129935000	0	-5	5475	4404
LOC129935001	0	-5	5475	4404
LOC129935002	0	-5	5475	4404
LOC129935003	0	-5	5475	4404
LOC129935004	0	-5	5475	4404
LOC129935005	0	-5	5475	4404
LOC129935006	0	-5	5475	4404
LOC129935007	0	-5	5475	4404
LOC129935008	0	-5	5475	4404
LOC129935009	0	-5	5475	4404
LOC129935010	0	-5	5475	4404
LOC129935011	0	-5	5475	4404
LOC129935012	0	-5	5475	4404
LOC129935013	0	-5	5475	4404
LOC129935014	0	-5	5475	4404
LOC129935015	0	-5	5475	4404
LOC129935016	0	-5	5475	4404
LOC129935017	0	-5	5475	4404
LOC129935018	0	-5	5475	4404
LOC129935019	0	-5	5475	4404
LOC129935020	0	-5	5475	4404
LOC129935021	0	-5	5475	4404
LOC129935022	0	-5	5475	4404
LOC129935023	0	-5	5475	4404
LOC129935024	0	-5	5475	4404
LOC129935025	0	-5	5475	4404
LOC129935026	0	-5	5475	4404
LOC129935027	0	-5	5475	4404
LOC129935028	0	-5	5475	4404
LOC129935029	0	-5	5475	4404
LOC129935030	0	-5	5475	4404
LOC129935031	0	-5	5475	4404
LOC129935032	0	-5	5475	4404
LOC129935033	0	-5	5475	4404
LOC129935034	0	-5	5475	4404
LOC129935035	0	-5	5475	4404
LOC129935036	0	-5	5475	4404
LOC129935037	0	-5	5475	4404
LOC129935038	0	-5	5475	4404
LOC129935039	0	-5	5475	4404
LOC129935040	0	-5	5475	4404
LOC129935041	0	-5	5475	4404
LOC129935042	0	-5	5475	4404
LOC129935043	0	-5	5475	4404
LOC129935044	0	-5	5475	4404
LOC129935045	0	-5	5475	4404
LOC129935046	0	-5	5475	4404
LOC129935047	0	-5	5475	4404
LOC129935048	0	-5	5475	4404
LOC129935049	0	-5	5475	4404
LOC129935050	0	-5	5475	4404
LOC129935051	0	-5	5475	4404
LOC129935052	0	-5	5475	4404
LOC129935053	0	-5	5475	4404
LOC129935054	0	-5	5475	4404
LOC129935055	0	-5	5475	4404
LOC129935056	0	-5	5475	4404
LOC129935057	0	-5	5475	4404
LOC129935058	0	-5	5475	4404
LOC129935059	0	-5	5475	4404
LOC129935060	0	-5	5475	4404
LOC129935061	0	-5	5475	4404
LOC129935062	0	-5	5475	4404
LOC129935063	0	-5	5475	4404
LOC129935064	0	-5	5475	4404
LOC129935065	0	-5	5475	4404
LOC129935066	0	-5	5475	4404
LOC129935067	0	-5	5475	4404
LOC129935068	0	-5	5475	4404
LOC129935069	0	-5	5475	4404
LOC129935070	0	-5	5475	4404
LOC129935071	0	-5	5475	4404
LOC129935072	0	-5	5475	4404
LOC129935073	0	-5	5475	4404
LOC129935074	0	-5	5475	4404
LOC129935075	0	-5	5475	4404
LOC129935076	0	-5	5475	4404
LOC129935077	0	-5	5475	4404
LOC129935078	0	-5	5475	4404
LOC129935079	0	-5	5475	4404
LOC129935080	0	-5	5475	4404
LOC129935081	0	-5	5475	4404
LOC129935082	0	-5	5475	4404
LOC129935083	0	-5	5475	4404
LOC129935084	0	-5	5475	4404
LOC129935085	0	-5	5475	4404
LOC129935086	0	-5	5475	4404
LOC129935087	0	-5	5475	4404
LOC129935088	0	-5	5475	4404
LOC129935089	0	-5	5475	4404
LOC129935090	0	-5	5475	4404
LOC129935091	0	-5	5475	4404
LOC129935092	0	-5	5475	4404
LOC129935093	0	-5	5475	4404
LOC129935094	0	-5	5475	4404
LOC129935095	0	-5	5475	4404
LOC129935096	0	-5	5475	4404
LOC129935097	0	-5	5475	4404
LOC129935098	0	-5	5475	4404
LOC129935099	0	-5	5475	4404
LOC129935100	0	-5	5475	4404
LOC129935101	0	-5	5475	4404
LOC129935102	0	-5	5475	4404
LOC129935103	0	-5	5475	4404
LOC129935104	0	-5	5475	4404
LOC129935105	0	-5	5475	4404
LOC129935106	0	-5	5475	4404
LOC129935107	0	-5	5475	4404
LOC129935108	0	-5	5475	4404
LOC129935109	0	-5	5475	4404
LOC129935110	0	-5	5475	4404
LOC129935111	0	-5	5475	4404
LOC129935112	0	-5	5475	4404
LOC129935113	0	-5	5475	4404
LOC129935114	0	-5	5475	4404
LOC129935115	0	-5	5475	4404
LOC129935116	0	-5	5475	4404
LOC129935117	0	-5	5475	4404
LOC129935118	0	-5	5475	4404
LOC129935119	0	-5	5475	4404
LOC129935120	0	-5	5475	4404
LOC129935121	0	-5	5475	4404
LOC129935122	0	-5	5475	4404
LOC129935123	0	-5	5475	4404
LOC129935124	0	-5	5475	4404
LOC129935125	0	-5	5475	4404
LOC129935126	0	-5	5475	4404
LOC129935127	0	-5	5475	4404
LOC129935128	0	-5	5475	4404
LOC129935129	0	-5	5475	4404
LOC129935130	0	-5	5475	4404
LOC129935131	0	-5	5475	4404
LOC129935132	0	-5	5475	4404
LOC129935133	0	-5	5475	4404
LOC129935134	0	-5	5475	4404
LOC129935135	0	-5	5475	4404
LOC129935136	0	-5	5475	4404
LOC129935137	0	-5	5475	4404
LOC129935138	0	-5	5475	4404
LOC129935139	0	-5	5475	4404
LOC129935140	0	-5	5475	4404
LOC129935141	0	-5	5475	4404
LOC129935142	0	-5	5475	4404
LOC129935143	0	-5	5475	4404
LOC129935144	0	-5	5475	4404
LOC129935145	0	-5	5475	4404
LOC129935146	0	-5	5475	4404
LOC129935147	0	-5	5475	4404
LOC129935148	0	-5	5475	4404
LOC129935149	0	-5	5475	4404
LOC129935150	0	-5	5475	4404
LOC129935151	0	-5	5475	4404
LOC129935152	0	-5	5475	4404
LOC129935153	0	-5	5475	4404
LOC129935154	0	-5	5475	4404
LOC129935155	0	-5	5475	4404
LOC129935156	0	-5	5475	4404
LOC129935157	0	-5	5475	4404
LOC129935158	0	-5	5475	4404
LOC129935159	0	-5	5475	4404
LOC129935160	0	-5	5475	4404
LOC129935161	0	-5	5475	4404
LOC129935162	0	-5	5475	4404
LOC129935163	0	-5	5475	4404
LOC129935164	0	-5	5475	4404
LOC129935165	0	-5	5475	4404
LOC129935166	0	-5	5475	4404
LOC129935167	0	-5	5475	4404
LOC129935168	0	-5	5475	4404
LOC129935169	0	-5	5475	4404
LOC129935170	0	-5	5475	4404
